Mod:Item:MetaData, Localized Name
ebwizardry:spell_book:150, Spell Book
ebwizardry:spell_book:151, Spell Book
ebwizardry:spell_book:152, Spell Book
ebwizardry:spell_book:153, Spell Book
ebwizardry:spell_book:154, Spell Book
ebwizardry:spell_book:155, Spell Book
ebwizardry:spell_book:156, Spell Book
ebwizardry:spell_book:157, Spell Book
ebwizardry:spell_book:158, Spell Book
ebwizardry:spell_book:159, Spell Book
ebwizardry:spell_book:160, Spell Book
ebwizardry:spell_book:161, Spell Book
ebwizardry:spell_book:162, Spell Book
ebwizardry:spell_book:163, Spell Book
ebwizardry:spell_book:164, Spell Book
ebwizardry:spell_book:165, Spell Book
ebwizardry:spell_book:166, Spell Book
ebwizardry:spell_book:167, Spell Book
ebwizardry:spell_book:168, Spell Book
ebwizardry:spell_book:169, Spell Book
ebwizardry:spell_book:170, Spell Book
ebwizardry:spell_book:171, Spell Book
ebwizardry:spell_book:172, Spell Book
ebwizardry:spell_book:173, Spell Book
ebwizardry:spell_book:174, Spell Book
ebwizardry:spell_book:175, Spell Book
ebwizardry:spell_book:176, Spell Book
ebwizardry:spell_book:177, Spell Book
ebwizardry:spell_book:178, Spell Book
ebwizardry:spell_book:179, Spell Book
ebwizardry:spell_book:180, Spell Book
ebwizardry:spell_book:181, Spell Book
ebwizardry:spell_book:182, Spell Book
ebwizardry:spell_book:183, Spell Book
ebwizardry:spell_book:184, Spell Book
ebwizardry:spell_book:185, Spell Book
ebwizardry:spell_book:186, Spell Book
ebwizardry:spell_book:187, Spell Book
ebwizardry:spell_book:188, Spell Book
ebwizardry:scroll:1, Scroll of Magic Missile
ebwizardry:scroll:2, Scroll of Ignite
ebwizardry:scroll:3, Scroll of Freeze
ebwizardry:scroll:4, Scroll of Snowball
ebwizardry:scroll:5, Scroll of Arc
ebwizardry:scroll:6, Scroll of Thunderbolt
ebwizardry:scroll:7, Scroll of Summon Zombie
ebwizardry:scroll:8, Scroll of Snare
ebwizardry:scroll:9, Scroll of Dart
ebwizardry:scroll:10, Scroll of Light
ebwizardry:scroll:11, Scroll of Telekinesis
ebwizardry:scroll:12, Scroll of Heal
ebwizardry:scroll:13, Scroll of Fireball
ebwizardry:scroll:14, Scroll of Flame Ray
ebwizardry:scroll:15, Scroll of Firebomb
ebwizardry:scroll:16, Scroll of Fire Sigil
ebwizardry:scroll:17, Scroll of Firebolt
ebwizardry:scroll:18, Scroll of Frost Ray
ebwizardry:scroll:19, Scroll of Summon Snow Golem
ebwizardry:scroll:20, Scroll of Ice Shard
ebwizardry:scroll:21, Scroll of Ice Statue
ebwizardry:scroll:22, Scroll of Frost Sigil
ebwizardry:scroll:23, Scroll of Lightning Ray
ebwizardry:scroll:24, Scroll of Spark Bomb
ebwizardry:scroll:25, Scroll of Homing Spark
ebwizardry:scroll:26, Scroll of Lightning Sigil
ebwizardry:scroll:27, Scroll of Lightning Arrow
ebwizardry:scroll:28, Scroll of Life Drain
ebwizardry:scroll:29, Scroll of Summon Skeleton
ebwizardry:scroll:30, Scroll of Metamorphosis
ebwizardry:scroll:31, Scroll of Wither
ebwizardry:scroll:32, Scroll of Poison
ebwizardry:scroll:33, Scroll of Growth Aura
ebwizardry:scroll:34, Scroll of Bubble
ebwizardry:scroll:35, Scroll of Whirlwind
ebwizardry:scroll:36, Scroll of Poison Bomb
ebwizardry:scroll:37, Scroll of Summon Spirit Wolf
ebwizardry:scroll:38, Scroll of Blink
ebwizardry:scroll:39, Scroll of Agility
ebwizardry:scroll:40, Scroll of Conjure Sword
ebwizardry:scroll:41, Scroll of Conjure Pickaxe
ebwizardry:scroll:42, Scroll of Conjure Bow
ebwizardry:scroll:43, Scroll of Force Arrow
ebwizardry:scroll:44, Scroll of Shield
ebwizardry:scroll:45, Scroll of Replenish Hunger
ebwizardry:scroll:46, Scroll of Cure Effects
ebwizardry:scroll:47, Scroll of Heal Ally
ebwizardry:scroll:48, Scroll of Summon Blaze
ebwizardry:scroll:49, Scroll of Ring of Fire
ebwizardry:scroll:50, Scroll of Detonate
ebwizardry:scroll:51, Scroll of Fire Resistance
ebwizardry:scroll:52, Scroll of Fireskin
ebwizardry:scroll:53, Scroll of Flaming Axe
ebwizardry:scroll:54, Scroll of Blizzard
ebwizardry:scroll:55, Scroll of Summon Ice Wraith
ebwizardry:scroll:56, Scroll of Ice Shroud
ebwizardry:scroll:57, Scroll of Ice Charge
ebwizardry:scroll:58, Scroll of Frost Axe
ebwizardry:scroll:59, Scroll of Invoke Weather
ebwizardry:scroll:60, Scroll of Chain Lightning
ebwizardry:scroll:61, Scroll of Lightning Bolt
ebwizardry:scroll:62, Scroll of Summon Lightning Wraith
ebwizardry:scroll:63, Scroll of Static Aura
ebwizardry:scroll:64, Scroll of Lightning Disk
ebwizardry:scroll:65, Scroll of Mind Control
ebwizardry:scroll:66, Scroll of Summon Wither Skeleton
ebwizardry:scroll:67, Scroll of Entrapment
ebwizardry:scroll:68, Scroll of Wither Skull
ebwizardry:scroll:69, Scroll of Darkness Orb
ebwizardry:scroll:70, Scroll of Shadow Ward
ebwizardry:scroll:71, Scroll of Decay
ebwizardry:scroll:72, Scroll of Water Breathing
ebwizardry:scroll:73, Scroll of Tornado
ebwizardry:scroll:74, Scroll of Glide
ebwizardry:scroll:75, Scroll of Summon Spirit Horse
ebwizardry:scroll:76, Scroll of Spider Swarm
ebwizardry:scroll:77, Scroll of Slime
ebwizardry:scroll:78, Scroll of Petrify
ebwizardry:scroll:79, Scroll of Invisibility
ebwizardry:scroll:80, Scroll of Levitation
ebwizardry:scroll:81, Scroll of Force Orb
ebwizardry:scroll:82, Scroll of Transportation
ebwizardry:scroll:83, Scroll of Spectral Pathway
ebwizardry:scroll:84, Scroll of Phase Step
ebwizardry:scroll:85, Scroll of Vanishing Box
ebwizardry:scroll:86, Scroll of Greater Heal
ebwizardry:scroll:87, Scroll of Healing Aura
ebwizardry:scroll:88, Scroll of Forcefield
ebwizardry:scroll:89, Scroll of Ironflesh
ebwizardry:scroll:90, Scroll of Transience
ebwizardry:scroll:91, Scroll of Meteor
ebwizardry:scroll:92, Scroll of Fire Breath
ebwizardry:scroll:93, Scroll of Summon Phoenix
ebwizardry:scroll:94, Scroll of Ice Age
ebwizardry:scroll:95, Scroll of Wall of Frost
ebwizardry:scroll:96, Scroll of Summon Ice Giant
ebwizardry:scroll:97, Scroll of Thunderstorm
ebwizardry:scroll:98, Scroll of Lightning Hammer
ebwizardry:scroll:99, Scroll of Plague of Darkness
ebwizardry:scroll:100, Scroll of Summon Skeleton Legion
ebwizardry:scroll:101, Scroll of Summon Shadow Wraith
ebwizardry:scroll:102, Scroll of Forest's Curse
ebwizardry:scroll:103, Scroll of Flight
ebwizardry:scroll:104, Scroll of Silverfish Swarm
ebwizardry:scroll:105, Scroll of Black Hole
ebwizardry:scroll:106, Scroll of Shockwave
ebwizardry:scroll:107, Scroll of Summon Iron Golem
ebwizardry:scroll:108, Scroll of Arrow Rain
ebwizardry:scroll:109, Scroll of Diamondflesh
ebwizardry:scroll:110, Scroll of Font of Vitality
ebwizardry:scroll:111, Scroll of Smoke Bomb
ebwizardry:scroll:112, Scroll of Mind Trick
ebwizardry:scroll:113, Scroll of Leap
ebwizardry:scroll:114, Scroll of Pocket Furnace
ebwizardry:scroll:115, Scroll of Intimidate
ebwizardry:scroll:116, Scroll of Banish
ebwizardry:scroll:117, Scroll of Sixth Sense
ebwizardry:scroll:118, Scroll of Darkvision
ebwizardry:scroll:119, Scroll of Clairvoyance
ebwizardry:scroll:120, Scroll of Pocket Workbench
ebwizardry:scroll:121, Scroll of Imbue Weapon
ebwizardry:scroll:122, Scroll of Invigorating Presence
ebwizardry:scroll:123, Scroll of Oakflesh
ebwizardry:scroll:124, Scroll of Greater Fireball
ebwizardry:scroll:125, Scroll of Flaming Weapon
ebwizardry:scroll:126, Scroll of Ice Lance
ebwizardry:scroll:127, Scroll of Freezing Weapon
ebwizardry:scroll:128, Scroll of Ice Spikes
ebwizardry:scroll:129, Scroll of Lightning Pulse
ebwizardry:scroll:130, Scroll of Curse of Soulbinding
ebwizardry:scroll:131, Scroll of Cobwebs
ebwizardry:scroll:132, Scroll of Decoy
ebwizardry:scroll:133, Scroll of Conjure Armor
ebwizardry:scroll:134, Scroll of Arcane Jammer
ebwizardry:scroll:135, Scroll of Group Heal
ebwizardry:scroll:136, Scroll of Hailstorm
ebwizardry:scroll:137, Scroll of Lightning Web
ebwizardry:scroll:138, Scroll of Summon Storm Elemental
ebwizardry:scroll:139, Scroll of Earthquake
ebwizardry:scroll:140, Scroll of Font of Mana
ebwizardry:scroll:141, Scroll of Mine
ebwizardry:scroll:142, Scroll of Conjure Block
ebwizardry:scroll:143, Scroll of Muffle
ebwizardry:scroll:144, Scroll of Ward
ebwizardry:scroll:145, Scroll of Evade
ebwizardry:scroll:146, Scroll of Iceball
ebwizardry:scroll:147, Scroll of Charge
ebwizardry:scroll:148, Scroll of Reversal
ebwizardry:scroll:149, Scroll of Grapple
ebwizardry:scroll:150, Scroll of Divination
ebwizardry:scroll:151, Scroll of Empowering Presence
ebwizardry:scroll:152, Scroll of Disintegration
ebwizardry:scroll:153, Scroll of Combustion Rune
ebwizardry:scroll:154, Scroll of Frost Step
ebwizardry:scroll:155, Scroll of Paralysis
ebwizardry:scroll:156, Scroll of Shulker Bullet
ebwizardry:scroll:157, Scroll of Curse of Undeath
ebwizardry:scroll:158, Scroll of Dragon Fireball
ebwizardry:scroll:159, Scroll of Greater Telekinesis
ebwizardry:scroll:160, Scroll of Vex Swarm
ebwizardry:scroll:161, Scroll of Arcane Lock
ebwizardry:scroll:162, Scroll of Containment
ebwizardry:scroll:163, Scroll of Satiety
ebwizardry:scroll:164, Scroll of Greater Ward
ebwizardry:scroll:165, Scroll of Ray of Purification
ebwizardry:scroll:166, Scroll of Remove Curse
ebwizardry:scroll:167, Scroll of Possession
ebwizardry:scroll:168, Scroll of Curse of Enfeeblement
ebwizardry:scroll:169, Scroll of Forest of Thorns
ebwizardry:scroll:170, Scroll of Speed Time
ebwizardry:scroll:171, Scroll of Slow Time
ebwizardry:scroll:172, Scroll of Resurrection
ebwizardry:scroll:173, Scroll of Frost Barrier
ebwizardry:scroll:174, Scroll of Blinding Flash
ebwizardry:scroll:175, Scroll of Enrage
ebwizardry:scroll:176, Scroll of Mark Sacrifice
ebwizardry:scroll:177, Scroll of Permafrost
ebwizardry:scroll:178, Scroll of Stormcloud
ebwizardry:scroll:179, Scroll of Withering Totem
ebwizardry:scroll:180, Scroll of Fangs
ebwizardry:scroll:181, Scroll of Guardian Beam
ebwizardry:scroll:182, Scroll of Mirage
ebwizardry:scroll:183, Scroll of Radiant Totem
ebwizardry:scroll:184, Scroll of Firestorm
ebwizardry:scroll:185, Scroll of Flamecatcher
ebwizardry:scroll:186, Scroll of Zombie Apocalypse
ebwizardry:scroll:187, Scroll of Boulder
ebwizardry:scroll:188, Scroll of Celestial Smite
ebwizardry:ruined_spell_book, Ruined Spell Book
ebwizardry:magic_wand, Magic Wand
ebwizardry:apprentice_wand, Apprentice Wand
ebwizardry:advanced_wand, Advanced Wand
ebwizardry:master_wand, Master Wand
ebwizardry:novice_fire_wand, Wand of Embers
ebwizardry:apprentice_fire_wand, Apprentice Pyromancer Wand
ebwizardry:advanced_fire_wand, Wand of the Pyromancer
ebwizardry:master_fire_wand, Master Pyromancer Wand
ebwizardry:novice_ice_wand, Wand of Frost
ebwizardry:apprentice_ice_wand, Apprentice Ice Mage Wand
ebwizardry:advanced_ice_wand, Wand of the Ice Mage
ebwizardry:master_ice_wand, Master Ice Mage Wand
ebwizardry:novice_lightning_wand, Wand of Sparks
ebwizardry:apprentice_lightning_wand, Apprentice Storm Mage Wand
ebwizardry:advanced_lightning_wand, Wand of the Storm Mage
ebwizardry:master_lightning_wand, Master Storm Mage Wand
ebwizardry:novice_necromancy_wand, Wand of Shadows
ebwizardry:apprentice_necromancy_wand, Apprentice Necromancer Wand
ebwizardry:advanced_necromancy_wand, Wand of the Necromancer
ebwizardry:master_necromancy_wand, Master Necromancer Wand
ebwizardry:novice_earth_wand, Wand of the Forest
ebwizardry:apprentice_earth_wand, Apprentice Earth Mage Wand
ebwizardry:advanced_earth_wand, Wand of the Earth Mage
ebwizardry:master_earth_wand, Master Earth Mage Wand
ebwizardry:novice_sorcery_wand, Wand of Mystery
ebwizardry:apprentice_sorcery_wand, Apprentice Sorcerer Wand
ebwizardry:advanced_sorcery_wand, Wand of the Sorcerer
ebwizardry:master_sorcery_wand, Master Sorcerer Wand
ebwizardry:novice_healing_wand, Wand of Healing
ebwizardry:apprentice_healing_wand, Apprentice Healer Wand
ebwizardry:advanced_healing_wand, Wand of the Healer
ebwizardry:master_healing_wand, Master Healer Wand
ebwizardry:spectral_sword, Spectral Sword
ebwizardry:spectral_pickaxe, Spectral Pickaxe
ebwizardry:spectral_bow, Spectral Bow
ebwizardry:blank_scroll, Blank Scroll
ebwizardry:magic_silk, Magical Silk
ebwizardry:small_mana_flask, Small Mana Flask
ebwizardry:medium_mana_flask, Medium Mana Flask
ebwizardry:large_mana_flask, Large Mana Flask
ebwizardry:storage_upgrade, Wand Storage Upgrade
ebwizardry:siphon_upgrade, Wand Siphon Upgrade
ebwizardry:condenser_upgrade, Wand Condenser Upgrade
ebwizardry:range_upgrade, Wand Range Upgrade
ebwizardry:duration_upgrade, Wand Duration Upgrade
ebwizardry:cooldown_upgrade, Wand Cooldown Upgrade
ebwizardry:blast_upgrade, Wand Blast Upgrade
ebwizardry:attunement_upgrade, Wand Attunement Upgrade
ebwizardry:melee_upgrade, Wand Melee Upgrade
ebwizardry:flaming_axe, Flaming Axe
ebwizardry:frost_axe, Frost Axe
ebwizardry:identification_scroll, Scroll of Identification
ebwizardry:resplendent_thread, Resplendent Thread
ebwizardry:crystal_silver_plating, Crystal Silver Plating
ebwizardry:ethereal_crystalweave, Ethereal Crystalweave
ebwizardry:astral_diamond, Astral Diamond
ebwizardry:purifying_elixir, Purifying Elixir
ebwizardry:firebomb, Firebomb
ebwizardry:poison_bomb, Poison Bomb
ebwizardry:smoke_bomb, Smoke Bomb
ebwizardry:spark_bomb, Spark Bomb
ebwizardry:spectral_dust:1, Spectral Dust
ebwizardry:spectral_dust:2, Spectral Dust
ebwizardry:spectral_dust:3, Spectral Dust
ebwizardry:spectral_dust:4, Spectral Dust
ebwizardry:spectral_dust:5, Spectral Dust
ebwizardry:spectral_dust:6, Spectral Dust
ebwizardry:spectral_dust:7, Spectral Dust
ebwizardry:wizard_hat, Wizard Hat
ebwizardry:wizard_robe, Wizard Robes
ebwizardry:wizard_leggings, Wizard Leggings
ebwizardry:wizard_boots, Wizard Boots
ebwizardry:wizard_hat_fire, Pyromancer Hat
ebwizardry:wizard_robe_fire, Pyromancer Robes
ebwizardry:wizard_leggings_fire, Pyromancer Leggings
ebwizardry:wizard_boots_fire, Pyromancer Boots
ebwizardry:wizard_hat_ice, Ice Mage Hat
ebwizardry:wizard_robe_ice, Ice Mage Robes
ebwizardry:wizard_leggings_ice, Ice Mage Leggings
ebwizardry:wizard_boots_ice, Ice Mage Boots
ebwizardry:wizard_hat_lightning, Storm Mage Hat
ebwizardry:wizard_robe_lightning, Storm Mage Robes
ebwizardry:wizard_leggings_lightning, Storm Mage Leggings
ebwizardry:wizard_boots_lightning, Storm Mage Boots
ebwizardry:wizard_hat_necromancy, Necromancer Hat
ebwizardry:wizard_robe_necromancy, Necromancer Robes
ebwizardry:wizard_leggings_necromancy, Necromancer Leggings
ebwizardry:wizard_boots_necromancy, Necromancer Boots
ebwizardry:wizard_hat_earth, Earth Mage Hat
ebwizardry:wizard_robe_earth, Earth Mage Robes
ebwizardry:wizard_leggings_earth, Earth Mage Leggings
ebwizardry:wizard_boots_earth, Earth Mage Boots
ebwizardry:wizard_hat_sorcery, Sorcerer Hat
ebwizardry:wizard_robe_sorcery, Sorcerer Robes
ebwizardry:wizard_leggings_sorcery, Sorcerer Leggings
ebwizardry:wizard_boots_sorcery, Sorcerer Boots
ebwizardry:wizard_hat_healing, Healer Hat
ebwizardry:wizard_robe_healing, Healer Robes
ebwizardry:wizard_leggings_healing, Healer Leggings
ebwizardry:wizard_boots_healing, Healer Boots
ebwizardry:sage_hat, Sage Hat
ebwizardry:sage_robe, Sage Robes
ebwizardry:sage_leggings, Sage Leggings
ebwizardry:sage_boots, Sage Boots
ebwizardry:sage_hat_fire, Pyromancer Sage Hat
ebwizardry:sage_robe_fire, Pyromancer Sage Robes
ebwizardry:sage_leggings_fire, Pyromancer Sage Leggings
ebwizardry:sage_boots_fire, Pyromancer Sage Boots
ebwizardry:sage_hat_ice, Ice Sage Hat
ebwizardry:sage_robe_ice, Ice Sage Robes
ebwizardry:sage_leggings_ice, Ice Sage Leggings
ebwizardry:sage_boots_ice, Ice Sage Boots
ebwizardry:sage_hat_lightning, Storm Sage Hat
ebwizardry:sage_robe_lightning, Storm Sage Robes
ebwizardry:sage_leggings_lightning, Storm Sage Leggings
ebwizardry:sage_boots_lightning, Storm Sage Boots
ebwizardry:sage_hat_necromancy, Necromancer Sage Hat
ebwizardry:sage_robe_necromancy, Necromancer Sage Robes
ebwizardry:sage_leggings_necromancy, Necromancer Sage Leggings
ebwizardry:sage_boots_necromancy, Necromancer Sage Boots
ebwizardry:sage_hat_earth, Earth Sage Hat
ebwizardry:sage_robe_earth, Earth Sage Robes
ebwizardry:sage_leggings_earth, Earth Sage Leggings
ebwizardry:sage_boots_earth, Earth Sage Boots
ebwizardry:sage_hat_sorcery, Sorcerer Sage Hat
ebwizardry:sage_robe_sorcery, Sorcerer Sage Robes
ebwizardry:sage_leggings_sorcery, Sorcerer Sage Leggings
ebwizardry:sage_boots_sorcery, Sorcerer Sage Boots
ebwizardry:sage_hat_healing, Healer Sage Hat
ebwizardry:sage_robe_healing, Healer Sage Robes
ebwizardry:sage_leggings_healing, Healer Sage Leggings
ebwizardry:sage_boots_healing, Healer Sage Boots
ebwizardry:battlemage_helmet, Battlemage Helmet
ebwizardry:battlemage_chestplate, Battlemage Chestplate
ebwizardry:battlemage_leggings, Battlemage Leggings
ebwizardry:battlemage_boots, Battlemage Boots
ebwizardry:battlemage_helmet_fire, Pyromancer Battlemage Helmet
ebwizardry:battlemage_chestplate_fire, Pyromancer Battlemage Chestplate
ebwizardry:battlemage_leggings_fire, Pyromancer Battlemage Leggings
ebwizardry:battlemage_boots_fire, Pyromancer Battlemage Boots
ebwizardry:battlemage_helmet_ice, Ice Battlemage Helmet
ebwizardry:battlemage_chestplate_ice, Ice Battlemage Chestplate
ebwizardry:battlemage_leggings_ice, Ice Battlemage Leggings
ebwizardry:battlemage_boots_ice, Ice Battlemage Boots
ebwizardry:battlemage_helmet_lightning, Storm Battlemage Helmet
ebwizardry:battlemage_chestplate_lightning, Storm Battlemage Chestplate
ebwizardry:battlemage_leggings_lightning, Storm Battlemage Leggings
ebwizardry:battlemage_boots_lightning, Storm Battlemage Boots
ebwizardry:battlemage_helmet_necromancy, Necromancer Battlemage Helmet
ebwizardry:battlemage_chestplate_necromancy, Necromancer Battlemage Chestplate
ebwizardry:battlemage_leggings_necromancy, Necromancer Battlemage Leggings
ebwizardry:battlemage_boots_necromancy, Necromancer Battlemage Boots
ebwizardry:battlemage_helmet_earth, Earth Battlemage Helmet
ebwizardry:battlemage_chestplate_earth, Earth Battlemage Chestplate
ebwizardry:battlemage_leggings_earth, Earth Battlemage Leggings
ebwizardry:battlemage_boots_earth, Earth Battlemage Boots
ebwizardry:battlemage_helmet_sorcery, Sorcerer Battlemage Helmet
ebwizardry:battlemage_chestplate_sorcery, Sorcerer Battlemage Chestplate
ebwizardry:battlemage_leggings_sorcery, Sorcerer Battlemage Leggings
ebwizardry:battlemage_boots_sorcery, Sorcerer Battlemage Boots
ebwizardry:battlemage_helmet_healing, Healer Battlemage Helmet
ebwizardry:battlemage_chestplate_healing, Healer Battlemage Chestplate
ebwizardry:battlemage_leggings_healing, Healer Battlemage Leggings
ebwizardry:battlemage_boots_healing, Healer Battlemage Boots
ebwizardry:warlock_hood, Warlock Hood
ebwizardry:warlock_robe, Warlock Robes
ebwizardry:warlock_leggings, Warlock Leggings
ebwizardry:warlock_boots, Warlock Boots
ebwizardry:warlock_hood_fire, Pyromancer Warlock Hood
ebwizardry:warlock_robe_fire, Pyromancer Warlock Robes
ebwizardry:warlock_leggings_fire, Pyromancer Warlock Leggings
ebwizardry:warlock_boots_fire, Pyromancer Warlock Boots
ebwizardry:warlock_hood_ice, Ice Warlock Hood
ebwizardry:warlock_robe_ice, Ice Warlock Robes
ebwizardry:warlock_leggings_ice, Ice Warlock Leggings
ebwizardry:warlock_boots_ice, Ice Warlock Boots
ebwizardry:warlock_hood_lightning, Storm Warlock Hood
ebwizardry:warlock_robe_lightning, Storm Warlock Robes
ebwizardry:warlock_leggings_lightning, Storm Warlock Leggings
ebwizardry:warlock_boots_lightning, Storm Warlock Boots
ebwizardry:warlock_hood_necromancy, Necromancer Warlock Hood
ebwizardry:warlock_robe_necromancy, Necromancer Warlock Robes
ebwizardry:warlock_leggings_necromancy, Necromancer Warlock Leggings
ebwizardry:warlock_boots_necromancy, Necromancer Warlock Boots
ebwizardry:warlock_hood_earth, Earth Warlock Hood
ebwizardry:warlock_robe_earth, Earth Warlock Robes
ebwizardry:warlock_leggings_earth, Earth Warlock Leggings
ebwizardry:warlock_boots_earth, Earth Warlock Boots
ebwizardry:warlock_hood_sorcery, Sorcerer Warlock Hood
ebwizardry:warlock_robe_sorcery, Sorcerer Warlock Robes
ebwizardry:warlock_leggings_sorcery, Sorcerer Warlock Leggings
ebwizardry:warlock_boots_sorcery, Sorcerer Warlock Boots
ebwizardry:warlock_hood_healing, Healer Warlock Hood
ebwizardry:warlock_robe_healing, Healer Warlock Robes
ebwizardry:warlock_leggings_healing, Healer Warlock Leggings
ebwizardry:warlock_boots_healing, Healer Warlock Boots
ebwizardry:spectral_helmet, Spectral Helmet
ebwizardry:spectral_chestplate, Spectral Chestplate
ebwizardry:spectral_leggings, Spectral Leggings
ebwizardry:spectral_boots, Spectral Boots
ebwizardry:lightning_hammer, Lightning Hammer
ebwizardry:flamecatcher, Flamecatcher
ebwizardry:ring_condensing, Ring of Condensing
ebwizardry:ring_siphoning, Ring of Siphoning
ebwizardry:ring_battlemage, Ring of the Battlemage
ebwizardry:ring_combustion, Ring of Combustion
ebwizardry:ring_fire_melee, Ring of Fiery Touch
ebwizardry:ring_fire_biome, Ring of the Desert Sun
ebwizardry:ring_disintegration, Ring of Searing Embers
ebwizardry:ring_meteor, Ring of Volthraa
ebwizardry:ring_ice_melee, Ring of Icy Touch
ebwizardry:ring_ice_biome, Ring of Glaciation
ebwizardry:ring_arcane_frost, Ring of Arcane Frost
ebwizardry:ring_shattering, Ring of Shattering
ebwizardry:ring_lightning_melee, Ring of Chaining
ebwizardry:ring_storm, Ring of the Gathering Storm
ebwizardry:ring_seeking, Ring of Attraction
ebwizardry:ring_hammer, Ring of Thalek the Almighty
ebwizardry:ring_stormcloud, Lokenzen's Ring
ebwizardry:ring_soulbinding, Soulwalker's Ring
ebwizardry:ring_leeching, Ring of Leeching
ebwizardry:ring_necromancy_melee, Ring of Necrotic Touch
ebwizardry:ring_mind_control, Ring of the Psychic
ebwizardry:ring_poison, Serpentine Ring
ebwizardry:ring_earth_melee, Ring of Venomous Touch
ebwizardry:ring_earth_biome, Dryad's Ring
ebwizardry:ring_full_moon, Ring of the Howling Wolf
ebwizardry:ring_evoker, Evoker's Ring
ebwizardry:ring_extraction, Ring of Extraction
ebwizardry:ring_mana_return, Ring of the Perfectionist
ebwizardry:ring_blockwrangler, Blockwrangler's Ring
ebwizardry:ring_conjurer, Conjurer's Ring
ebwizardry:ring_defender, Ring of the Defender
ebwizardry:ring_paladin, Paladin's Ring
ebwizardry:ring_interdiction, Ring of Interdiction
ebwizardry:amulet_arcane_defence, Amulet of Arcane Defense
ebwizardry:amulet_warding, Amulet of Warding
ebwizardry:amulet_wisdom, Amulet of Wisdom
ebwizardry:amulet_fire_protection, Flamefast Amulet
ebwizardry:amulet_fire_cloaking, Amulet of Cloaking Flame
ebwizardry:amulet_ice_immunity, Permafrost Amulet
ebwizardry:amulet_ice_protection, Frostbound Amulet
ebwizardry:amulet_frost_warding, Amulet of Esundor
ebwizardry:amulet_potential, Amulet of Potential
ebwizardry:amulet_channeling, Amulet of Channeling
ebwizardry:amulet_lich, Amulet of the Lich
ebwizardry:amulet_wither_immunity, Wither Pearl Amulet
ebwizardry:amulet_glide, Windfeather Amulet
ebwizardry:amulet_banishing, Enderbound Amulet
ebwizardry:amulet_anchoring, Amulet of Anchoring
ebwizardry:amulet_recovery, Amulet of Recovery
ebwizardry:amulet_transience, Amulet of Transience
ebwizardry:amulet_resurrection, Amulet of the Immortal
ebwizardry:amulet_auto_shield, Hyeleth's Amulet
ebwizardry:amulet_absorption, Amulet of Vitality
ebwizardry:charm_haggler, Haggler's Sign
ebwizardry:charm_experience_tome, Tome of the Diligent
ebwizardry:charm_move_speed, Icarus Medallion
ebwizardry:charm_spell_discovery, Archivist's Eyeglass
ebwizardry:charm_auto_smelt, Metallurgist's Mark
ebwizardry:charm_lava_walking, Nether Ice Core
ebwizardry:charm_storm, Bottled Thundercloud
ebwizardry:charm_minion_health, Obsidian Zombie Head
ebwizardry:charm_minion_variants, Talisman of Transformation
ebwizardry:charm_undead_helmets, Cursed Helm
ebwizardry:charm_hunger_casting, Demonic Seal
ebwizardry:charm_flight, Emerald Beetle Wing
ebwizardry:charm_growth, Crystal Flower Charm
ebwizardry:charm_abseiling, Enchanted Twine
ebwizardry:charm_silk_touch, Moonstone Orb
ebwizardry:charm_sixth_sense, Dire Wolf Pelt
ebwizardry:charm_stop_time, Peculiar Pocketwatch
ebwizardry:charm_light, Elevinia's Everburning Lantern
ebwizardry:charm_transportation, Ancient Compass
ebwizardry:charm_black_hole, Void Opal
ebwizardry:charm_mount_teleporting, Spectral Tether
ebwizardry:charm_feeding, Bottomless Provisions
zerocore:debugtool, Debug Tool
bigreactors:ingotyellorium, Yellorium Ingot
bigreactors:ingotcyanite, Cyanite Ingot
bigreactors:ingotgraphite, Graphite Bar
bigreactors:ingotblutonium, Blutonium Ingot
bigreactors:ingotludicrite, Ludicrite Ingot
bigreactors:ingotsteel, Steel Ingot
bigreactors:dustyellorium, Yellorium Dust
bigreactors:dustcyanite, Cyanite Dust
bigreactors:dustgraphite, Graphite Dust
bigreactors:dustblutonium, Blutonium Dust
bigreactors:dustludicrite, Ludicrite Dust
bigreactors:duststeel, Steel Dust
bigreactors:mineralanglesite, Anglesite (PbSO4)
bigreactors:mineralbenitoite, Benitoite (BaTiSi3O9)
bigreactors:reactorcasingcores, Reactor Casing Core (Legacy)
bigreactors:turbinehousingcores, Turbine Housing Core (Legacy)
bigreactors:wrench, Extreme Wrench
bigreactors:blockyellorium, Yellorium Block
bigreactors:oreanglesite, Anglesite Ore
bigreactors:turbinecreativesteamgenerator, Turbine Creative Steam Generator (Legacy)
bigreactors:turbinerotorblade, Turbine Rotor Blade (Legacy)
bigreactors:blockblutonium, Blutonium Block
bigreactors:orebenitoite, Benitoite Ore
bigreactors:turbinebearing, Turbine Rotor Bearing (Legacy)
bigreactors:reactorrednetport, Reactor RedNet Port (Legacy)
bigreactors:turbinehousing, Turbine Housing (Legacy)
bigreactors:blocksteel, Steel Block
bigreactors:reactoraccessport, Reactor Access Port (Legacy)
bigreactors:turbinecomputerport, Turbine Computer Port (Legacy)
bigreactors:turbinerotorshaft, Turbine Rotor Shaft (Legacy)
bigreactors:reactorcreativecoolantport, Reactor Creative Coolant Port (Legacy)
bigreactors:turbinefluidport, Turbine Fluid Port (Legacy)
bigreactors:blockgraphite, Graphite Block
